account_id,device_id,linked_bank_account,ip_subnet,signup_day,txn_count_first_7d,cluster_type,cluster_id,is_fraud_ring_member
ACCT-000146,DEV-657117,ACC-350958410,22.160.55.0/24,37,2,none,,0
ACCT-002920,DEV-984982,ACC-443811154,170.222.171.0/24,343,4,none,,0
ACCT-003237,DEV-538042,ACC-916844995,37.123.186.0/24,76,10,fraud_ring,RING-006,1
ACCT-001366,DEV-793097,ACC-256145839,194.174.104.0/24,261,1,none,,0
ACCT-002696,DEV-111138,ACC-530129010,84.147.105.0/24,16,1,none,,0
ACCT-000516,DEV-748128,ACC-526771177,189.232.164.0/24,335,2,none,,0
ACCT-003196,DEV-959990,ACC-197807276,124.102.19.0/24,196,6,fraud_ring,RING-002,1
ACCT-003229,DEV-657861,ACC-369883763,75.63.42.0/24,282,10,fraud_ring,RING-005,1
ACCT-000462,DEV-481486,ACC-568415510,1.161.61.0/24,183,0,none,,0
ACCT-001028,DEV-269247,ACC-948607217,183.254.192.0/24,51,4,none,,0
ACCT-002579,DEV-831623,ACC-746238056,144.128.103.0/24,248,1,none,,0
ACCT-000210,DEV-864331,ACC-181827705,16.248.70.0/24,275,1,none,,0
ACCT-003170,DEV-164620,ACC-358232544,96.30.171.0/24,19,2,legit_shared_device,LEGIT-054,0
ACCT-002500,DEV-195479,ACC-605703344,157.127.112.0/24,95,4,none,,0
ACCT-000532,DEV-782346,ACC-748508152,217.255.9.0/24,106,0,none,,0
ACCT-002114,DEV-782181,ACC-400460135,2.111.247.0/24,335,4,none,,0
ACCT-000994,DEV-922417,ACC-392241749,161.70.53.0/24,195,1,none,,0
ACCT-001228,DEV-367374,ACC-800454112,143.67.177.0/24,286,2,none,,0
ACCT-000350,DEV-502505,ACC-840050750,49.111.67.0/24,331,2,none,,0
ACCT-000405,DEV-134671,ACC-393511111,122.104.23.0/24,313,1,none,,0
ACCT-000932,DEV-900446,ACC-799539324,207.49.146.0/24,202,0,none,,0
ACCT-000863,DEV-311549,ACC-318655203,66.202.217.0/24,142,0,none,,0
ACCT-000793,DEV-525896,ACC-916684719,165.90.253.0/24,7,1,none,,0
ACCT-001939,DEV-780625,ACC-895814536,182.147.228.0/24,76,4,none,,0
ACCT-001493,DEV-598486,ACC-446093076,114.163.126.0/24,320,5,none,,0
ACCT-001973,DEV-324291,ACC-932993075,164.121.170.0/24,186,2,none,,0
ACCT-001078,DEV-950640,ACC-107152481,123.209.21.0/24,88,2,none,,0
ACCT-002391,DEV-904682,ACC-377560603,205.207.159.0/24,313,2,none,,0
ACCT-002981,DEV-693932,ACC-119399759,102.245.136.0/24,175,4,none,,0
ACCT-000629,DEV-536396,ACC-932942047,62.172.202.0/24,336,1,none,,0
ACCT-002384,DEV-514939,ACC-571225412,1.163.200.0/24,61,2,none,,0
ACCT-003212,DEV-221444,ACC-611621100,91.12.169.0/24,253,7,fraud_ring,RING-004,1
ACCT-000776,DEV-340994,ACC-358116561,120.105.246.0/24,94,1,none,,0
ACCT-003070,DEV-171049,ACC-225584062,178.47.234.0/24,24,8,legit_shared_device,LEGIT-021,0
ACCT-000625,DEV-477920,ACC-833854229,158.188.97.0/24,293,0,none,,0
ACCT-000439,DEV-563570,ACC-967647011,66.34.245.0/24,79,2,none,,0
ACCT-000014,DEV-425014,ACC-481555610,210.156.246.0/24,54,2,none,,0
ACCT-003075,DEV-840599,ACC-645194711,187.7.81.0/24,332,6,legit_shared_device,LEGIT-023,0
ACCT-001447,DEV-290126,ACC-966876965,28.133.52.0/24,319,2,none,,0
ACCT-001023,DEV-684681,ACC-777003799,112.125.203.0/24,309,2,none,,0
ACCT-001490,DEV-740552,ACC-285091810,52.77.112.0/24,13,2,none,,0
ACCT-002885,DEV-387991,ACC-388048125,161.56.85.0/24,19,0,none,,0
ACCT-001647,DEV-986332,ACC-487253264,74.51.185.0/24,202,4,none,,0
ACCT-002035,DEV-680938,ACC-283729520,22.255.250.0/24,109,1,none,,0
ACCT-000266,DEV-104016,ACC-707650005,145.106.232.0/24,220,2,none,,0
ACCT-002503,DEV-874970,ACC-175007151,56.6.52.0/24,163,1,none,,0
ACCT-003298,DEV-338356,ACC-146239863,15.135.107.0/24,22,5,fraud_ring,RING-013,1
ACCT-002357,DEV-245599,ACC-315975040,75.118.188.0/24,263,2,none,,0
ACCT-002887,DEV-963336,ACC-416285113,145.248.63.0/24,180,1,none,,0
ACCT-001364,DEV-144087,ACC-815028814,113.105.25.0/24,197,2,none,,0
ACCT-000162,DEV-689227,ACC-239849002,83.33.156.0/24,37,3,none,,0
ACCT-000837,DEV-501538,ACC-736688498,156.127.225.0/24,47,1,none,,0
ACCT-000827,DEV-947409,ACC-767335909,183.191.120.0/24,275,0,none,,0
ACCT-003045,DEV-305962,ACC-408350603,163.198.18.0/24,195,1,legit_shared_device,LEGIT-013,0
ACCT-001892,DEV-439126,ACC-847864363,2.23.52.0/24,338,2,none,,0
ACCT-002422,DEV-299569,ACC-671672278,17.11.203.0/24,280,3,none,,0
ACCT-000592,DEV-268366,ACC-815966432,101.33.196.0/24,103,2,none,,0
ACCT-002288,DEV-660772,ACC-854404228,166.165.213.0/24,218,3,none,,0
ACCT-000530,DEV-710155,ACC-884999743,112.254.154.0/24,265,5,none,,0
ACCT-002227,DEV-880642,ACC-145343395,157.157.49.0/24,130,1,none,,0
ACCT-001681,DEV-823934,ACC-773472628,178.171.154.0/24,265,3,none,,0
ACCT-002846,DEV-858271,ACC-239224973,133.188.84.0/24,264,1,none,,0
ACCT-002576,DEV-713720,ACC-897901956,174.119.120.0/24,153,0,none,,0
ACCT-000979,DEV-371627,ACC-698528118,50.39.31.0/24,195,2,none,,0
ACCT-002765,DEV-109852,ACC-927229600,199.32.28.0/24,4,1,none,,0
ACCT-002811,DEV-707097,ACC-440214289,111.99.107.0/24,219,0,none,,0
ACCT-000152,DEV-426859,ACC-618856677,23.134.206.0/24,147,3,none,,0
ACCT-000949,DEV-342813,ACC-559137890,174.137.14.0/24,282,1,none,,0
ACCT-000816,DEV-718866,ACC-414468865,23.190.157.0/24,287,1,none,,0
ACCT-000850,DEV-280149,ACC-318389712,159.126.155.0/24,41,1,none,,0
ACCT-001891,DEV-879327,ACC-208428238,9.10.16.0/24,81,1,none,,0
ACCT-002841,DEV-528601,ACC-666691734,125.13.194.0/24,86,3,none,,0
ACCT-002861,DEV-626580,ACC-375126502,53.227.188.0/24,130,1,none,,0
ACCT-002609,DEV-413376,ACC-152666606,217.141.211.0/24,71,2,none,,0
ACCT-002740,DEV-862147,ACC-921845069,89.1.81.0/24,85,3,none,,0
ACCT-002075,DEV-249553,ACC-913111082,76.237.114.0/24,66,4,none,,0
ACCT-001015,DEV-828466,ACC-626411536,91.39.108.0/24,268,0,none,,0
ACCT-003284,DEV-489645,ACC-813075934,195.87.60.0/24,322,3,fraud_ring,RING-011,1
ACCT-000214,DEV-101663,ACC-307798502,173.80.57.0/24,281,0,none,,0
ACCT-000458,DEV-623895,ACC-145485855,53.97.129.0/24,316,1,none,,0
ACCT-000746,DEV-518497,ACC-901625526,19.210.171.0/24,133,3,none,,0
ACCT-000724,DEV-833685,ACC-280166827,183.20.213.0/24,274,1,none,,0
ACCT-000833,DEV-572894,ACC-579110976,217.124.197.0/24,38,2,none,,0
ACCT-002867,DEV-173392,ACC-632751546,121.6.85.0/24,67,5,none,,0
ACCT-001617,DEV-434405,ACC-716099742,58.178.197.0/24,80,0,none,,0
ACCT-001769,DEV-289622,ACC-824924486,197.146.250.0/24,307,2,none,,0
ACCT-000077,DEV-113844,ACC-615714539,137.140.124.0/24,349,2,none,,0
ACCT-001030,DEV-215092,ACC-175869334,65.109.32.0/24,337,3,none,,0
ACCT-000323,DEV-646638,ACC-748397669,73.170.29.0/24,335,0,none,,0
ACCT-000960,DEV-139477,ACC-558341496,215.104.77.0/24,118,4,none,,0
ACCT-002795,DEV-918753,ACC-435909027,25.154.110.0/24,335,4,none,,0
ACCT-001795,DEV-994826,ACC-604370137,153.231.237.0/24,337,0,none,,0
ACCT-003107,DEV-212212,ACC-857674000,43.17.162.0/24,150,0,legit_shared_device,LEGIT-034,0
ACCT-003011,DEV-847924,ACC-789798580,150.2.9.0/24,52,3,legit_shared_device,LEGIT-002,0
ACCT-003114,DEV-179993,ACC-487777964,48.153.233.0/24,148,2,legit_shared_device,LEGIT-037,0
ACCT-002454,DEV-938545,ACC-215603497,108.52.78.0/24,167,1,none,,0
ACCT-001622,DEV-967431,ACC-709685545,69.40.12.0/24,33,0,none,,0
ACCT-002411,DEV-687000,ACC-985515373,94.13.163.0/24,286,1,none,,0
ACCT-001429,DEV-473162,ACC-965134643,94.226.3.0/24,31,3,none,,0
ACCT-002086,DEV-329545,ACC-519285533,177.194.166.0/24,238,0,none,,0
ACCT-002568,DEV-678710,ACC-768658855,163.255.125.0/24,319,1,none,,0
ACCT-001868,DEV-569756,ACC-497603355,203.231.238.0/24,102,2,none,,0
ACCT-000568,DEV-812810,ACC-661297818,141.148.130.0/24,104,3,none,,0
ACCT-000239,DEV-326069,ACC-125575806,108.211.221.0/24,188,1,none,,0
ACCT-002463,DEV-713729,ACC-607064221,60.159.76.0/24,107,4,none,,0
ACCT-002110,DEV-848532,ACC-547699876,19.37.149.0/24,65,2,none,,0
ACCT-000124,DEV-588189,ACC-595959176,26.98.79.0/24,257,1,none,,0
ACCT-002762,DEV-728308,ACC-548719453,15.130.195.0/24,226,4,none,,0
ACCT-003034,DEV-261042,ACC-798995262,72.74.188.0/24,211,6,legit_shared_device,LEGIT-009,0
ACCT-001659,DEV-644221,ACC-875659537,146.126.16.0/24,336,3,none,,0
ACCT-001613,DEV-185121,ACC-691195710,140.224.126.0/24,197,1,none,,0
ACCT-000789,DEV-631718,ACC-954459846,53.209.161.0/24,270,3,none,,0
ACCT-002250,DEV-584939,ACC-332753375,222.178.69.0/24,14,0,none,,0
ACCT-002066,DEV-862556,ACC-250302967,42.248.72.0/24,185,1,none,,0
ACCT-001053,DEV-923695,ACC-803579185,9.141.127.0/24,227,2,none,,0
ACCT-002192,DEV-979643,ACC-407711090,5.116.190.0/24,291,1,none,,0
ACCT-000336,DEV-110581,ACC-320141977,169.120.34.0/24,68,1,none,,0
ACCT-002605,DEV-293602,ACC-981922048,10.229.194.0/24,245,2,none,,0
ACCT-001717,DEV-333543,ACC-684418982,223.68.180.0/24,313,5,none,,0
ACCT-002343,DEV-757225,ACC-467192707,18.146.175.0/24,311,0,none,,0
ACCT-001428,DEV-454941,ACC-290433499,33.187.196.0/24,57,2,none,,0
ACCT-003318,DEV-665925,ACC-566026297,162.113.29.0/24,152,3,fraud_ring,RING-016,1
ACCT-001418,DEV-313381,ACC-238790712,166.97.83.0/24,54,2,none,,0
ACCT-000828,DEV-468786,ACC-272652072,14.54.215.0/24,340,1,none,,0
ACCT-000636,DEV-889196,ACC-467543963,216.77.188.0/24,101,2,none,,0
ACCT-001702,DEV-731970,ACC-343594195,10.53.150.0/24,136,2,none,,0
ACCT-000703,DEV-466679,ACC-958022639,207.56.17.0/24,320,0,none,,0
ACCT-000180,DEV-748181,ACC-630832738,103.178.73.0/24,304,3,none,,0
ACCT-001382,DEV-978254,ACC-826949864,130.218.50.0/24,137,0,none,,0
ACCT-001748,DEV-242133,ACC-880938556,112.68.199.0/24,311,6,none,,0
ACCT-001823,DEV-727520,ACC-180201289,192.21.76.0/24,21,1,none,,0
ACCT-001947,DEV-711887,ACC-703936365,136.126.156.0/24,60,0,none,,0
ACCT-002520,DEV-640693,ACC-705578496,152.59.41.0/24,53,2,none,,0
ACCT-003308,DEV-336865,ACC-486133055,217.54.145.0/24,116,4,fraud_ring,RING-014,1
ACCT-000794,DEV-111732,ACC-891206667,13.40.142.0/24,201,2,none,,0
ACCT-002169,DEV-219536,ACC-941993507,31.227.210.0/24,335,2,none,,0
ACCT-000108,DEV-237555,ACC-865896084,5.174.43.0/24,252,2,none,,0
ACCT-001755,DEV-744849,ACC-138865215,202.233.141.0/24,319,3,none,,0
ACCT-002597,DEV-184832,ACC-337512004,201.190.198.0/24,244,2,none,,0
ACCT-000940,DEV-777099,ACC-188524391,11.228.97.0/24,44,0,none,,0
ACCT-001103,DEV-398004,ACC-563627407,51.8.127.0/24,22,1,none,,0
ACCT-000700,DEV-827265,ACC-902385075,86.112.49.0/24,181,2,none,,0
ACCT-000100,DEV-881740,ACC-177313641,72.29.60.0/24,355,3,none,,0
ACCT-001232,DEV-277795,ACC-801974702,150.253.76.0/24,47,2,none,,0
ACCT-002082,DEV-455989,ACC-107698542,69.86.221.0/24,160,1,none,,0
ACCT-002079,DEV-749551,ACC-699618049,31.102.86.0/24,155,2,none,,0
ACCT-002262,DEV-792173,ACC-273730054,93.184.176.0/24,107,3,none,,0
ACCT-000455,DEV-926814,ACC-926591144,112.173.114.0/24,309,2,none,,0
ACCT-002403,DEV-521278,ACC-795299260,12.151.126.0/24,9,2,none,,0
ACCT-001643,DEV-998035,ACC-558373360,161.37.22.0/24,362,1,none,,0
ACCT-000190,DEV-937478,ACC-547401903,93.10.105.0/24,305,1,none,,0
ACCT-002613,DEV-772159,ACC-386178361,102.129.92.0/24,147,2,none,,0
ACCT-000575,DEV-147638,ACC-388401066,88.213.116.0/24,111,0,none,,0
ACCT-000302,DEV-584206,ACC-546835363,19.115.215.0/24,57,1,none,,0
ACCT-000385,DEV-139794,ACC-428578272,202.186.215.0/24,35,1,none,,0
ACCT-002383,DEV-145245,ACC-123397714,15.191.169.0/24,186,0,none,,0
ACCT-001867,DEV-178268,ACC-235129944,14.129.211.0/24,325,2,none,,0
ACCT-001012,DEV-479695,ACC-999632243,87.97.78.0/24,267,3,none,,0
ACCT-002636,DEV-441271,ACC-945611552,131.175.77.0/24,292,1,none,,0
ACCT-001405,DEV-269344,ACC-569071255,96.45.181.0/24,268,4,none,,0
ACCT-001359,DEV-915677,ACC-601158559,92.34.239.0/24,180,3,none,,0
ACCT-002664,DEV-629349,ACC-874490322,128.7.118.0/24,206,1,none,,0
ACCT-000637,DEV-509902,ACC-139569358,44.144.158.0/24,75,2,none,,0
ACCT-001264,DEV-662938,ACC-573992214,105.35.183.0/24,300,4,none,,0
ACCT-000656,DEV-920173,ACC-109441353,186.45.119.0/24,223,3,none,,0
ACCT-003208,DEV-616142,ACC-840286099,16.97.116.0/24,17,10,fraud_ring,RING-003,1
ACCT-000811,DEV-815223,ACC-902295182,168.19.112.0/24,247,2,none,,0
ACCT-001193,DEV-393876,ACC-776302741,63.223.161.0/24,105,1,none,,0
ACCT-001609,DEV-526243,ACC-445152920,216.211.237.0/24,4,1,none,,0
ACCT-001692,DEV-135950,ACC-203851244,108.53.167.0/24,360,3,none,,0
ACCT-003144,DEV-612195,ACC-222516569,79.39.78.0/24,203,2,legit_shared_device,LEGIT-046,0
ACCT-001209,DEV-957484,ACC-249893745,172.201.90.0/24,23,2,none,,0
ACCT-002331,DEV-938971,ACC-866979878,127.81.222.0/24,53,4,none,,0
ACCT-003205,DEV-616142,ACC-840286099,134.24.84.0/24,16,11,fraud_ring,RING-003,1
ACCT-001520,DEV-106953,ACC-518364389,211.77.149.0/24,10,3,none,,0
ACCT-000778,DEV-591486,ACC-841412243,191.54.147.0/24,163,3,none,,0
ACCT-001083,DEV-234138,ACC-777298305,23.198.58.0/24,160,6,none,,0
ACCT-001751,DEV-290471,ACC-742571987,175.38.117.0/24,360,1,none,,0
ACCT-000617,DEV-461537,ACC-752254746,151.36.229.0/24,207,0,none,,0
ACCT-001503,DEV-781612,ACC-610498495,87.47.26.0/24,352,2,none,,0
ACCT-003150,DEV-595416,ACC-471066569,135.221.94.0/24,47,4,legit_shared_device,LEGIT-048,0
ACCT-000736,DEV-717411,ACC-945815985,153.20.86.0/24,7,1,none,,0
ACCT-001292,DEV-330339,ACC-459007346,128.182.112.0/24,46,2,none,,0
ACCT-000738,DEV-414191,ACC-910088480,73.106.253.0/24,334,0,none,,0
ACCT-000401,DEV-791000,ACC-535708434,63.255.13.0/24,327,1,none,,0
ACCT-002747,DEV-598932,ACC-687282425,6.222.90.0/24,139,0,none,,0
ACCT-001173,DEV-807640,ACC-384166904,18.164.113.0/24,101,0,none,,0
ACCT-003164,DEV-605989,ACC-519154555,211.18.255.0/24,18,3,legit_shared_device,LEGIT-052,0
ACCT-001413,DEV-440554,ACC-712501433,25.166.216.0/24,186,2,none,,0
ACCT-000643,DEV-274163,ACC-317868374,98.177.9.0/24,172,2,none,,0
ACCT-002812,DEV-245806,ACC-577676003,24.73.220.0/24,174,2,none,,0
ACCT-002570,DEV-516168,ACC-376523040,49.131.124.0/24,65,4,none,,0
ACCT-002233,DEV-702380,ACC-287046497,128.107.238.0/24,251,3,none,,0
ACCT-002515,DEV-911975,ACC-319474420,202.126.250.0/24,139,2,none,,0
ACCT-001021,DEV-545946,ACC-468858095,39.86.43.0/24,100,1,none,,0
ACCT-002982,DEV-607152,ACC-650592086,147.124.222.0/24,105,2,none,,0
ACCT-000380,DEV-137145,ACC-836661689,116.29.116.0/24,246,1,none,,0
ACCT-002098,DEV-856957,ACC-932906448,121.65.130.0/24,316,0,none,,0
ACCT-002791,DEV-176874,ACC-482308833,61.175.254.0/24,76,5,none,,0
ACCT-001709,DEV-378384,ACC-847780834,126.20.52.0/24,1,2,none,,0
ACCT-001122,DEV-582396,ACC-946021834,134.50.31.0/24,319,2,none,,0
ACCT-001260,DEV-589789,ACC-326684514,167.16.24.0/24,268,1,none,,0
ACCT-002393,DEV-883427,ACC-199508460,193.59.93.0/24,253,2,none,,0
ACCT-003247,DEV-831202,ACC-835417518,73.241.139.0/24,305,17,fraud_ring,RING-008,1
ACCT-002306,DEV-331137,ACC-916018772,90.96.161.0/24,359,2,none,,0
ACCT-002630,DEV-527658,ACC-998742940,150.83.42.0/24,68,3,none,,0
ACCT-000675,DEV-370686,ACC-550710156,77.61.1.0/24,303,2,none,,0
ACCT-000527,DEV-505888,ACC-217500279,34.229.39.0/24,152,1,none,,0
ACCT-002894,DEV-922214,ACC-219726252,136.237.197.0/24,30,2,none,,0
ACCT-000345,DEV-783056,ACC-576695920,129.103.33.0/24,325,4,none,,0
ACCT-001837,DEV-449555,ACC-126218157,145.208.82.0/24,195,3,none,,0
ACCT-000447,DEV-602820,ACC-662385426,218.90.239.0/24,9,4,none,,0
ACCT-002716,DEV-699725,ACC-137960870,174.177.255.0/24,78,5,none,,0
ACCT-001487,DEV-777215,ACC-418976737,178.165.54.0/24,347,0,none,,0
ACCT-002025,DEV-857668,ACC-376564694,41.109.82.0/24,337,1,none,,0
ACCT-001230,DEV-411049,ACC-741286327,173.17.172.0/24,32,3,none,,0
ACCT-002964,DEV-163673,ACC-187632043,214.39.199.0/24,312,2,none,,0
ACCT-002468,DEV-554579,ACC-696921915,99.22.179.0/24,249,0,none,,0
ACCT-000757,DEV-440901,ACC-769360310,38.26.148.0/24,348,0,none,,0
ACCT-003192,DEV-808051,ACC-826279088,12.86.42.0/24,198,7,fraud_ring,RING-001,1
ACCT-001559,DEV-486406,ACC-972539426,27.141.248.0/24,174,2,none,,0
ACCT-002871,DEV-281416,ACC-124291891,145.4.133.0/24,129,1,none,,0
ACCT-002954,DEV-190124,ACC-828947013,37.116.162.0/24,148,2,none,,0
ACCT-002257,DEV-853528,ACC-468496530,127.228.184.0/24,340,1,none,,0
ACCT-000803,DEV-607325,ACC-113190295,77.35.20.0/24,50,2,none,,0
ACCT-001999,DEV-332979,ACC-570795017,7.70.83.0/24,272,3,none,,0
ACCT-000672,DEV-174198,ACC-148491320,112.96.121.0/24,299,4,none,,0
ACCT-002382,DEV-860352,ACC-198897892,163.186.82.0/24,6,3,none,,0
ACCT-002409,DEV-165466,ACC-495691180,215.47.237.0/24,155,1,none,,0
ACCT-002856,DEV-227032,ACC-231901003,156.85.221.0/24,147,1,none,,0
ACCT-000131,DEV-575925,ACC-824201720,62.83.17.0/24,242,2,none,,0
ACCT-002243,DEV-821902,ACC-449242732,115.53.176.0/24,210,1,none,,0
ACCT-001411,DEV-923505,ACC-239778491,146.244.1.0/24,226,5,none,,0
ACCT-003097,DEV-973916,ACC-180985269,135.27.12.0/24,204,1,legit_shared_device,LEGIT-031,0
ACCT-001327,DEV-618020,ACC-163958248,49.32.169.0/24,59,2,none,,0
ACCT-000582,DEV-685371,ACC-375716252,51.51.128.0/24,267,1,none,,0
ACCT-001283,DEV-852684,ACC-162818564,104.27.245.0/24,102,3,none,,0
ACCT-001684,DEV-456119,ACC-797744243,138.16.137.0/24,336,5,none,,0
ACCT-001223,DEV-537015,ACC-225708257,152.246.2.0/24,325,1,none,,0
ACCT-001740,DEV-696095,ACC-713308800,172.131.150.0/24,103,2,none,,0
ACCT-000241,DEV-255417,ACC-425319955,200.97.216.0/24,202,3,none,,0
ACCT-000835,DEV-917231,ACC-730343373,9.44.249.0/24,262,4,none,,0
ACCT-000843,DEV-850661,ACC-418799473,29.96.89.0/24,148,0,none,,0
ACCT-000552,DEV-709951,ACC-965935379,135.21.32.0/24,342,5,none,,0
ACCT-000149,DEV-543737,ACC-713559737,197.192.67.0/24,120,3,none,,0
ACCT-002153,DEV-453647,ACC-755734676,208.110.34.0/24,167,2,none,,0
ACCT-003250,DEV-764895,ACC-669040517,165.201.30.0/24,305,10,fraud_ring,RING-008,1
ACCT-002688,DEV-515834,ACC-929160013,208.90.30.0/24,37,1,none,,0
ACCT-001043,DEV-845509,ACC-636786683,137.146.236.0/24,260,4,none,,0
ACCT-002721,DEV-177735,ACC-324526380,104.39.254.0/24,191,0,none,,0
ACCT-002214,DEV-798215,ACC-370323903,133.111.201.0/24,41,3,none,,0
ACCT-002561,DEV-447904,ACC-184857658,105.207.120.0/24,310,2,none,,0
ACCT-000041,DEV-924204,ACC-953787725,199.182.17.0/24,197,0,none,,0
ACCT-000362,DEV-107123,ACC-162796156,186.189.244.0/24,336,1,none,,0
ACCT-003283,DEV-373293,ACC-813075934,146.187.112.0/24,323,5,fraud_ring,RING-011,1
ACCT-002067,DEV-653207,ACC-543819110,14.161.2.0/24,217,5,none,,0
ACCT-001788,DEV-998435,ACC-288713167,121.135.39.0/24,55,2,none,,0
ACCT-002851,DEV-350566,ACC-713879985,108.145.217.0/24,305,3,none,,0
ACCT-000902,DEV-150263,ACC-984024346,79.143.240.0/24,187,0,none,,0
ACCT-002572,DEV-925875,ACC-227336943,181.141.164.0/24,232,5,none,,0
ACCT-000862,DEV-397720,ACC-445673700,86.69.226.0/24,126,0,none,,0
ACCT-002852,DEV-115917,ACC-747827941,8.25.137.0/24,358,2,none,,0
ACCT-000060,DEV-349400,ACC-870962980,96.0.179.0/24,336,1,none,,0
ACCT-002433,DEV-469511,ACC-382094489,154.250.3.0/24,242,3,none,,0
ACCT-002658,DEV-775094,ACC-841422075,117.130.50.0/24,47,0,none,,0
ACCT-000024,DEV-637793,ACC-755871079,93.75.174.0/24,260,3,none,,0
ACCT-002301,DEV-805638,ACC-350382569,89.237.16.0/24,183,1,none,,0
ACCT-002208,DEV-441588,ACC-517605267,50.196.148.0/24,351,5,none,,0
ACCT-003177,DEV-314134,ACC-774595813,108.226.3.0/24,69,4,legit_shared_device,LEGIT-057,0
ACCT-002685,DEV-520888,ACC-635083113,118.187.25.0/24,100,3,none,,0
ACCT-002818,DEV-114728,ACC-935608134,129.221.115.0/24,299,3,none,,0
ACCT-001304,DEV-416650,ACC-126013731,157.247.65.0/24,148,2,none,,0
ACCT-000338,DEV-333840,ACC-889536170,25.190.227.0/24,195,3,none,,0
ACCT-000760,DEV-569629,ACC-567623128,151.71.252.0/24,60,1,none,,0
ACCT-000965,DEV-320340,ACC-145738430,60.222.29.0/24,158,2,none,,0
ACCT-001167,DEV-345411,ACC-834970719,203.234.244.0/24,71,4,none,,0
ACCT-001753,DEV-395150,ACC-341532956,17.84.102.0/24,99,4,none,,0
ACCT-001987,DEV-621562,ACC-860717378,83.25.112.0/24,192,0,none,,0
ACCT-001827,DEV-846309,ACC-397263734,48.34.29.0/24,120,2,none,,0
ACCT-001059,DEV-578276,ACC-406678432,80.160.229.0/24,82,1,none,,0
ACCT-001955,DEV-644153,ACC-718097943,58.1.115.0/24,89,4,none,,0
ACCT-002583,DEV-145913,ACC-971125214,208.172.157.0/24,327,4,none,,0
ACCT-000715,DEV-532484,ACC-930165514,211.13.156.0/24,295,4,none,,0
ACCT-003016,DEV-157524,ACC-900033849,134.13.157.0/24,247,5,legit_shared_device,LEGIT-004,0
ACCT-000085,DEV-820812,ACC-685825260,49.7.219.0/24,37,3,none,,0
ACCT-002641,DEV-500050,ACC-267905895,164.24.176.0/24,159,3,none,,0
ACCT-002200,DEV-458303,ACC-332824000,146.141.111.0/24,83,3,none,,0
ACCT-001199,DEV-901250,ACC-853392445,191.250.150.0/24,156,2,none,,0
ACCT-002020,DEV-348345,ACC-610725706,210.117.81.0/24,346,3,none,,0
ACCT-000169,DEV-381186,ACC-669418483,156.87.73.0/24,261,2,none,,0
ACCT-000387,DEV-567572,ACC-253698776,188.156.21.0/24,306,3,none,,0
ACCT-002334,DEV-474012,ACC-190588866,178.228.56.0/24,331,2,none,,0
ACCT-001504,DEV-788608,ACC-345421890,187.180.185.0/24,61,3,none,,0
ACCT-001760,DEV-853669,ACC-376822074,150.241.222.0/24,214,1,none,,0
ACCT-000744,DEV-667503,ACC-742659690,59.61.200.0/24,254,2,none,,0
ACCT-000716,DEV-211821,ACC-383306888,145.135.14.0/24,320,2,none,,0
ACCT-000737,DEV-248555,ACC-870170429,220.35.87.0/24,320,3,none,,0
ACCT-003091,DEV-842707,ACC-628897961,220.255.246.0/24,97,1,legit_shared_device,LEGIT-029,0
ACCT-002093,DEV-526265,ACC-968907525,23.37.103.0/24,244,3,none,,0
ACCT-001482,DEV-696987,ACC-161728925,187.130.11.0/24,317,3,none,,0
ACCT-001668,DEV-233676,ACC-846441194,59.73.254.0/24,90,3,none,,0
ACCT-001700,DEV-404616,ACC-467813281,49.132.227.0/24,357,3,none,,0
ACCT-001757,DEV-294883,ACC-270344522,84.126.29.0/24,138,5,none,,0
ACCT-001397,DEV-876293,ACC-204912004,20.147.169.0/24,48,3,none,,0
ACCT-002415,DEV-936718,ACC-103558503,34.102.150.0/24,256,1,none,,0
ACCT-001188,DEV-873737,ACC-541444502,81.140.249.0/24,189,2,none,,0
ACCT-000911,DEV-854830,ACC-720542385,62.12.78.0/24,285,0,none,,0
ACCT-001198,DEV-350206,ACC-507851677,72.133.25.0/24,342,1,none,,0
ACCT-000268,DEV-458720,ACC-254391232,96.174.134.0/24,227,4,none,,0
ACCT-000312,DEV-421017,ACC-157530830,220.238.156.0/24,336,2,none,,0
ACCT-002734,DEV-976488,ACC-650427086,55.182.231.0/24,177,2,none,,0
ACCT-000490,DEV-566301,ACC-274966501,222.185.247.0/24,305,2,none,,0
ACCT-001730,DEV-620846,ACC-606596131,90.177.206.0/24,76,2,none,,0
ACCT-002165,DEV-746083,ACC-778657019,93.14.67.0/24,26,3,none,,0
ACCT-001246,DEV-156490,ACC-216685596,18.33.9.0/24,154,2,none,,0
ACCT-002764,DEV-416309,ACC-321718936,183.17.198.0/24,90,1,none,,0
ACCT-001451,DEV-281369,ACC-907501164,101.100.214.0/24,203,4,none,,0
ACCT-003323,DEV-371194,ACC-923507893,208.18.248.0/24,266,14,fraud_ring,RING-017,1
ACCT-001225,DEV-619928,ACC-341632954,69.203.58.0/24,181,1,none,,0
ACCT-003094,DEV-842707,ACC-152748328,173.239.135.0/24,115,1,legit_shared_device,LEGIT-029,0
ACCT-000865,DEV-966143,ACC-985212502,136.170.112.0/24,244,5,none,,0
ACCT-001285,DEV-445392,ACC-999011887,131.236.120.0/24,41,2,none,,0
ACCT-001354,DEV-742594,ACC-885130172,113.109.55.0/24,183,2,none,,0
